candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,primary_pctg,won_primary,rep_party_support,trump_endorsed,bannon_endorsed,great_america_endorsed,nra_endorsed,right_to_life_endorsed,susan_b_anthony_endorsed,club_for_growth_endorsed,koch_support,house_freedom_support,tea_party_endorsed,main_street_endorsed,chamber_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets
Mike Dunleavy,GovDunleavy,,AK,Governor of Alaska,Governor,Regular,8/21/18,Advanced,None,On the Ballot,61.8,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Sheldon,ElectSheldon18,,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,2.2,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54
Mead Treadwell,Mead_Treadwell,MeadTreadwell,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,31.9,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Darin Colbry,,,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,0.6,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Thomas Gordon,,,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,1.3,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Merica Hlatcu,mhlatcu,,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,1.5,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Heikes,,,AK,Governor of Alaska,Governor,Regular,8/21/18,Lost,None,None,0.7,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Smith,senstevesmith,,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Lost,None,None,37.8,No,Yes,,,,,,,Yes,,,Yes,,,,False,3,3,0,0,4,0,5,4,2,1,0,0,0,0,0,3,3,186
Wendy Rogers,WendyRogersAZ,,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Advanced,None,On the Ballot,43.4,Yes,Yes,,,,,,,No,,,No,,,,False,1,22,1,25,48,5,1,33,25,3,3,0,0,0,0,1,94,742
Tiffany Shedd,Tiffany_Shedd,,AZ,U.S. House Arizona District 1,Representative,Regular,8/28/18,Lost,None,None,18.8,No,Yes,,,,,,,No,,,No,,,,False,1,14,1,0,14,3,3,10,4,0,0,0,0,0,0,13,35,392
Lea Marquez Peterson,LeaPeterson,,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Advanced,None,On the Ballot,33.6,Yes,Yes,,,,,,,,Yes,,,,,,False,2,1,2,0,14,0,4,12,6,0,0,0,0,0,0,4,2,279
Casey Welch,CaseyBWelch,,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,21.4,No,No,,,,,,,,No,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Danny Morales,dannydjmorales,,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,15.9,No,No,,,,,,,,No,,,,,,False,0,35,6,5,85,2,15,29,14,8,4,6,6,6,0,12,155,1657
Brandon Martin,PathForFreedom,,AZ,U.S. House Arizona District 2,Representative,Regular,8/28/18,Lost,None,None,29.1,No,No,,,,,,,,No,,,,,,False,0,3,2,2,26,1,0,2,2,0,0,0,0,0,0,9,21,127
Edna San Miguel,EdnaSanMiguel2,,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Lost,None,None,21.4,No,,,,,,,,,,,,,,,False,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,25
Sergio Arellano,sergio5941,,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Lost,None,None,27.3,No,,,,,,,,,,,,,,,False,0,1,2,0,6,0,2,1,0,0,0,0,0,0,0,1,5,317
Nicolas Pierson,PiersonCongress,,AZ,U.S. House Arizona District 3,Representative,Regular,8/28/18,Advanced,None,On the Ballot,51.4,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debbie Lesko,DebbieLesko,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Advanced,None,On the Ballot,35.77,Yes,,,,,,,Yes,,Yes,Yes,,,,,False,3,2,12,3,19,1,10,7,9,0,1,0,0,0,0,5,41,541
Debbie Lesko,RepDLesko,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Advanced,None,On the Ballot,35.77,Yes,,,,,,,Yes,,Yes,Yes,,,,,False,3,0,16,2,27,1,13,21,8,0,3,0,0,0,0,7,17,367
Bob Stump,BobStumpAZ,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,5.37,No,,,,,,,No,,No,No,,,,,False,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,142
Bob Stump,BobStump,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,5.37,No,,,,,,,No,,No,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clair Van Steenwyk,ClairVanSteenwy,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,2.37,No,,,,,,,No,,No,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phil Lovas,PhilLovas,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,23.88,No,,,,,,,No,,No,No,,,,,False,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,1,37,84
Richard Mack,SheriffMack,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.42,No,,,,,,,No,,No,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Dolgos,stephendolgos,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,0.48,No,,,,,,,No,,No,No,,,,,False,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,25
Steve Montenegro,SteveMontenegro,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,23.82,No,,,,,,,No,,No,No,,,,,False,0,2,1,2,3,0,0,0,0,0,0,0,0,0,0,4,5,59
Christopher Sylvester,,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.92,No,,,,,,,No,,No,No,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
David Lien,,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.77,No,,,,,,,No,,No,No,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Chad Allen,AllenForArizona,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.05,No,,,,,,,No,,No,No,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brenden Dilley,,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.03,No,,,,,,,No,,No,No,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Yates,dry8s,,AZ,U.S. House Arizona District 8,Representative,Special,2/27/18,Lost,None,None,1.12,No,,,,,,,No,,No,No,,,,,False,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,68
Dave Giles,VoteGiles,,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Lost,None,None,33.3,No,No,,,,,,,,,,,,,,False,0,21,6,6,31,0,2,8,3,0,0,0,0,0,0,6,64,210
Steve Ferrara,steveferraramd,,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Advanced,None,On the Ballot,58.9,Yes,Yes,,,,,,,,,,,,,,False,1,3,14,0,6,1,8,4,6,0,2,0,0,0,0,3,3,329
Irina Baroness Von Behr,von_behr,,AZ,U.S. House Arizona District 9,Representative,Regular,8/28/18,Lost,None,None,7.8,No,No,,,,,,,,,,,,,,False,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,4,75
Joe Arpaio,RealSheriffJoe,,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Lost,None,None,18.9,No,,,No,No,,,,,No,,,,,,False,0,2,3,0,37,0,0,1,0,3,0,0,0,0,0,1,142,409
Kelli Ward,kelliwardaz,,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Lost,None,None,28.1,No,,,Yes,Yes,,,,,No,,,,,,False,2,31,54,7,177,16,4,12,9,0,2,1,1,1,0,25,163,794
Martha McSally,MarthaMcSally,,AZ,U.S. Senate Arizona,Senator,Regular,8/28/18,Advanced,None,On the Ballot,53.0,Yes,,,No,No,,,,,Yes,,,,,,False,1,0,10,0,60,7,2,15,12,1,0,0,0,0,0,9,33,571
John Cox,TheRealJohnHCox,,CA,Governor of California,Governor,Regular,6/5/18,Advanced,None,On the Ballot,70.15,Yes,,Yes,,,,Yes,,,,,,,,,False,2,5,6,9,19,0,4,15,6,1,3,0,0,0,0,0,33,762
Peter Yuan Liu,PeterLiuCAGov18,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,1.08,No,,No,,,,No,,,,,,,,,False,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,53
Robert Newman,michaelp594,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,1.77,No,,No,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travis Allen,JoinTravisAllen,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,26.15,No,,No,,,,No,,,,,,,,,False,0,1,2,1,46,4,1,6,13,0,5,0,0,0,0,1,35,245
Yvonne Girard,,,CA,Governor of California,Governor,Regular,6/5/18,Lost,None,None,0.85,No,,No,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
Justin Fareed,JustinFareed,,CA,U.S. House California District 24,Representative,Regular,6/5/18,Advanced,None,On the Ballot,78.37,Yes,Yes,,,,Yes,,,,,,,,,,False,2,2,8,1,37,0,14,53,22,0,9,1,1,2,0,15,4,722
Michael Erin Woody,MichaelWoodyCA,,CA,U.S. House California District 24,Representative,Regular,6/5/18,Lost,None,None,21.63,No,No,,,,No,,,,,,,,,,False,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,74
Antonio Sabato Jr.,AntonioSabatoJr,,CA,U.S. House California District 26,Representative,Regular,6/5/18,Advanced,None,On the Ballot,53.04,Yes,,,,,,,,,,,,,,,False,0,9,6,2,62,33,2,22,27,7,1,3,3,3,0,20,224,1701
Jeffrey Burum,JeffreyBurum,,CA,U.S. House California District 26,Representative,Regular,6/5/18,Lost,None,None,46.96,No,,,,,,,,,,,Yes,,,,False,1,16,20,4,43,5,9,4,13,0,1,1,1,2,1,4,42,1195
Kimberlin Brown Pelzer,KimberlinBrown,,CA,U.S. House California District 36,Representative,Regular,6/5/18,Advanced,None,On the Ballot,51.61,Yes,Yes,,,,,,Yes,,,,,,,,False,2,1,4,1,12,1,0,7,12,0,0,0,0,0,0,4,8,343
Stephan Wolkowicz,,,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,10.41,No,No,,,,,,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
Dan Ball,DanNewsManBall,,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,17.39,No,No,,,,,,No,,,,,,,,False,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,8,241
Doug Hassett,1doughassett,,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,11.21,No,No,,,,,,No,,,,,,,,False,0,14,0,7,12,0,1,1,0,0,0,0,0,0,0,2,1,278
Robert Bentley,,,CA,U.S. House California District 36,Representative,Regular,6/5/18,Lost,None,None,9.38,No,No,,,,,,No,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
Young Kim,YoungKimCD39,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Advanced,None,On the Ballot,39.79,Yes,Yes,,,,,,Yes,,,,Yes,Yes,,,False,4,1,1,0,6,0,6,7,3,0,0,0,0,0,0,3,1,192
Bob Huff,bobhuff99,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,11.53,No,No,,,,,,No,,,,No,No,,,False,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32
John Cullum,Cullum4Congress,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,2.24,No,No,,,,,,No,,,,No,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Phil Liberatore,Phil_Liberatore,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,21.22,No,No,,,,,,No,,,,No,No,,,False,0,2,0,2,10,0,0,3,5,0,0,0,0,0,0,6,15,107
Shawn Nelson,NelsonforOC,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,12.45,No,Yes,,,,,,No,,,,No,No,,,False,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,7,3,75
Andrew Sarega,AndrewSarega,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,1.05,No,No,,,,,,No,,,,No,No,,,False,0,2,0,1,5,0,0,3,2,5,1,0,0,0,0,1,35,97
Steve Vargas,VoteVargas,,CA,U.S. House California District 39,Representative,Regular,6/5/18,Lost,None,None,5.29,No,No,,,,,,No,,,,No,No,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Omar Navarro,RealOmarNavarro,,CA,U.S. House California District 43,Representative,Regular,6/5/18,Advanced,None,On the Ballot,56.02,Yes,,,,,,,,,,,,,,,False,0,7,3,3,16,3,2,8,3,7,0,0,0,0,1,8,100,1203
Frank DeMartini,frankdemartini,,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,27.54,No,,,,,,,,,,,,,,,False,0,5,0,10,13,8,9,8,11,1,0,1,1,1,0,2,126,879
Edwin Duterte,DuterteCA,,CA,U.S. House California District 43,Representative,Regular,6/5/18,Lost,None,None,16.44,No,,,,,,,,,,,,,,,False,0,0,8,6,19,1,33,42,7,12,5,0,0,0,0,10,41,1173
Jazmina Saavedra,jazminasaavedra,,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,58.53,No,,,,,,,,,,,,,,,False,0,15,9,7,13,1,0,1,1,2,0,0,0,0,6,1,161,717
Stacey Dash,staceydash,,CA,U.S. House California District 44,Representative,Regular,6/5/18,Lost,None,None,41.47,No,,,,,,,,,,,,,,,False,0,32,1,13,42,15,12,6,1,5,1,5,5,5,1,8,101,2288
John Briscoe,johnfbriscoe,,CA,U.S. House California District 47,Representative,Regular,6/5/18,Advanced,None,On the Ballot,54.48,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Clifford,,,CA,U.S. House California District 47,Representative,Regular,6/5/18,Lost,None,None,45.52,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diane Harkey,diane_harkey,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Advanced,None,On the Ballot,52.93,Yes,Yes,,,,,,,,,,Yes,,,,False,2,0,1,0,1,0,0,2,3,0,0,0,0,0,0,0,1,64
Kristin Gaspar,KristinDGaspar,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,18.34,No,Yes,,,,,,,,,,No,,,,False,1,5,0,0,6,0,3,0,0,0,0,0,0,0,0,1,7,182
Rocky ChÃÂÃÂvez,RockyChavez4CA,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,15.66,No,Yes,,,,,,,,,,No,,,,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Schoonover,JSSchoonover,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.55,No,No,,,,,,,,,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian Maryott,brianlmaryott,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,6.26,No,No,,,,,,,,,,No,,,,False,0,0,3,0,7,0,0,2,1,0,1,0,0,0,0,0,12,65
Craig Nordal,nordal4congress,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.31,No,No,,,,,,,,,,No,,,,False,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,4,35
David Medway,drdavidmedway,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,1.22,No,No,,,,,,,,,,No,,,,False,0,1,4,2,1,0,1,0,2,0,1,0,0,0,0,1,0,26
Mike Schmitt,DrMikeSchmitt,,CA,U.S. House California District 49,Representative,Regular,6/5/18,Lost,None,None,2.72,No,No,,,,,,,,,,No,,,,False,0,5,10,0,1,2,0,4,1,1,0,1,1,1,0,3,9,128
Juan Hidalgo,HidalgoFor51st,,CA,U.S. House California District 51,Representative,Regular,6/5/18,Advanced,None,On the Ballot,49.39,Yes,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis Fuentes,,,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,None,53.9,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Renison Jr.,,,CA,U.S. House California District 51,Representative,Regular,6/5/18,Lost,None,None,45.22,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Qudrat,omarqudrat1,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Advanced,None,On the Ballot,37.28,Yes,No,,,,,,,,,,,,,,False,0,0,6,0,9,0,2,12,2,0,0,0,0,0,0,3,2,172
James Veltmeyer,veltmeyer53rd,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,27.81,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Horst,,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,8.25,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Casara,,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,11.2,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael Allman,realMikeAllman,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,9.57,No,Yes,,,,,,,,,,,,,,False,1,1,7,1,7,0,4,1,3,0,0,0,0,0,0,2,3,562
Jeff Cullen,,,CA,U.S. House California District 52,Representative,Regular,6/5/18,Lost,None,None,5.88,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562
Morgan Murtaugh,morganmurtaugh,,CA,U.S. House California District 53,Representative,Regular,6/5/18,Advanced,None,On the Ballot,42.73,Yes,,,,,,,,,,,,,,,False,0,2,3,5,16,0,1,5,4,0,2,0,0,0,0,1,10,587
Matt Mendoza,,,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,40.43,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
Brett Goda,,,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,5.93,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
Shawn Gino Kane,,,CA,U.S. House California District 53,Representative,Regular,6/5/18,Lost,None,None,10.91,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587
Andrew Grant,AndrewFGrant,,CA,U.S. House California District 7,Representative,Regular,6/5/18,Advanced,None,On the Ballot,69.15,Yes,Yes,,,,,,,,,,,,Yes,,False,2,1,16,1,13,0,7,21,9,0,3,0,0,0,0,7,16,520
Yona Barash,DrYonaBarash,,CA,U.S. House California District 7,Representative,Regular,6/5/18,Lost,None,None,30.85,No,No,,,,,,,,,,,,No,,False,0,1,3,0,5,0,1,2,5,0,0,1,1,1,0,1,3,83
Jerry Laws,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.04,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
Kevin Mottus,Kevin_Mottus,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,3.94,No,,,,,,No,,,,,,,,,False,0,0,2,0,1,0,0,2,0,0,8,0,0,0,0,0,4,149
Roque De La Fuente,JoinRocky,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,6.11,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Palzer,tom_palzer,TomPazer,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,9.26,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Little,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,4.06,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Erin Cruz,RealErinCruz,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,12.06,No,,,,,,No,,,,,,,,,False,0,129,185,49,324,65,17,114,39,17,17,3,3,3,3,276,1015,9252
Mario Nabliba,ForSenate1,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,1.77,No,,,,,,No,,,,,,,,,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13
Paul Taylor,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,14.59,No,,,,,,Yes,,,,,,,,,True,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Arun Bhumitra,IAmArunBhumitra,ArunKBhumitra,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,15.82,No,,,,,,No,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
James Bradley,JamesBradleyMBA,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,25.08,No,,,,,,No,,,,,,,,,False,0,4,23,2,26,11,1,5,10,6,1,0,0,0,0,7,278,929
John Crew,,,CA,U.S. Senate California,Senator,Regular,6/5/18,Lost,None,None,4.24,No,,,,,,No,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929
Walker Stapleton,WalkerStapleton,,CO,Governor of Colorado,Governor,Regular,6/26/18,Advanced,None,On the Ballot,47.67,Yes,,,,,,,,,,,,,,,False,0,2,13,0,0,0,4,11,5,0,1,0,0,0,0,1,1,271
Greg Lopez,Lopez4Governor,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,13.2,No,,,,,,,,,,,,,,,False,0,8,3,1,2,0,8,3,3,0,0,0,0,0,0,6,8,255
Victor Mitchell,_VictorMitchell,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,30.12,No,,,,,,,,,,,,,,,False,0,2,8,2,2,0,10,13,24,0,0,0,0,0,0,7,14,217
Doug Robinson,DougRobinsonCO,,CO,Governor of Colorado,Governor,Regular,6/26/18,Lost,None,None,9.01,No,,,,,,,,,,,,,,,False,0,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,99
Peter Yu,PeterYuCO,,CO,U.S. House Colorado District 2,Representative,Regular,6/26/18,Advanced,None,On the Ballot,100.0,Yes,,,,,,,,,,,,,,,False,0,0,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,46
Bob Stefanowski,bobforgovernor,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Advanced,None,On the Ballot,29.3,Yes,,,,,,,,,,,,,,,False,0,9,0,0,0,0,3,101,289,0,0,0,0,0,0,0,21,1133
Mark Boughton,MayorMark,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,21.2,No,,,,,,,,,,,,,,,False,0,14,0,0,0,0,7,2,2,1,1,1,1,1,0,1,0,1159
Steve Obsitnik,SteveObsitnik,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,13.5,No,,,,,,,,,,,,,,,False,0,0,1,0,1,0,4,31,8,0,1,1,1,1,0,3,0,358
Tim Herbst,timherbst,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,17.6,No,,,,,,,,,,,,,,,False,0,14,0,0,1,1,1,2,6,0,0,0,0,0,0,3,2,411
David Stemerman,DavidStemerman,,CT,Governor of Connecticut,Governor,Regular,8/14/18,Lost,None,None,18.4,No,,,,,,,,,,,,,,,False,0,5,2,0,2,0,17,24,46,0,3,0,0,0,0,4,1,762
Manny Santos,MannySantos123,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Advanced,None,On the Ballot,51.7,Yes,,,,,,,,,,,,,,,False,0,7,4,0,8,0,1,4,6,2,0,1,1,1,0,1,12,203
Ruby Corby O'Neill,rubycorbyoneill,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,26.7,No,,,,,,,,,,,,,,,False,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,3,0,61
Rich DuPont,DuPont4Congress,,CT,U.S. House Connecticut District 5,Representative,Regular,8/14/18,Lost,None,None,21.7,No,,,,,,,,,,,,,,,False,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,1,95
Matthew Corey,MattCoreyCT,,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Advanced,None,On the Ballot,76.7,Yes,,,,,,,,,,,,,,,False,0,6,0,0,5,15,1,5,3,0,0,2,2,2,0,3,33,323
Dominic Rapini,MacDommer,,CT,U.S. Senate Connecticut,Senator,Regular,8/14/18,Lost,None,None,23.3,No,,,,,,,,,,,,,,,False,0,8,14,3,38,4,11,69,19,4,1,7,7,8,0,7,44,1284
Lee Murphy,goMurph2020,,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Lost,None,None,47.0,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Walker,,,DE,U.S. House Delaware At-large District,Representative,Regular,9/6/18,Advanced,None,On the Ballot,53.0,Yes,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene Truono,,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,28.0,No,,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Arlett,RobArlett,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Advanced,None,On the Ballot,66.8,Yes,,,,,,,,,,,,,,,False,0,4,20,1,12,2,3,15,7,0,1,2,2,2,0,2,8,253
Roque De La Fuente,JoinRocky,,DE,U.S. Senate Delaware,Senator,Regular,9/6/18,Lost,None,None,5.3,No,,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
